ticker,open,high,low,close,date,sma_10,sma_20,ema_10,ema_20
TSLA,312.0,360.5,305.67999267578125,354.30999755859375,2018-01-31,,,,
TSLA,351.0,359.989990234375,294.760009765625,343.05999755859375,2018-02-28,,,,
TSLA,345.010009765625,348.6700134277344,248.2100067138672,266.1300048828125,2018-03-31,,,,
TSLA,256.260009765625,309.5,244.58999633789065,293.8999938964844,2018-04-30,,,,
TSLA,293.510009765625,312.989990234375,273.4200134277344,284.7300109863281,2018-05-31,,,,
TSLA,285.8599853515625,373.7300109863281,283.8399963378906,342.95001220703125,2018-06-30,,,,
TSLA,360.07000732421875,364.7799987792969,286.1300048828125,298.1400146484375,2018-07-31,,,,
TSLA,297.989990234375,387.4599914550781,288.20001220703125,301.6600036621094,2018-08-31,,,,
TSLA,296.94000244140625,314.9599914550781,252.25,264.7699890136719,2018-09-30,,,,
TSLA,305.7699890136719,347.1600036621094,247.77000427246097,337.32000732421875,2018-10-31,308.69700317382814,,308.69700317382814,
TSLA,338.260009765625,366.75,325.0,350.4800109863281,2018-11-30,308.3140045166016,,316.29391368519174,
TSLA,360.0,379.489990234375,294.0899963378906,332.79998779296875,2018-12-31,307.2880035400391,,319.29501806842393,
TSLA,306.1000061035156,352.0,279.2799987792969,307.0199890136719,2019-01-31,311.377001953125,,317.06319460392353,
TSLA,305.4200134277344,324.239990234375,288.7699890136719,319.8800048828125,2019-02-28,313.9750030517578,,317.5753419273579,
TSLA,306.94000244140625,307.1300048828125,254.4600067138672,279.8599853515625,2019-03-31,313.4880004882813,,310.71800436812237,
TSLA,282.6199951171875,296.1700134277344,231.1300048828125,238.69000244140625,2019-04-30,303.06199951171874,,297.62200401781035,
TSLA,238.8500061035156,258.3500061035156,184.1000061035156,185.16000366210935,2019-05-31,291.7639984130859,,277.17436758950106,
TSLA,185.5099945068359,234.7400054931641,176.99000549316406,223.4600067138672,2019-06-30,283.9439987182617,,267.4081201575676,
TSLA,230.2100067138672,266.07000732421875,222.22000122070312,241.61000061035156,2019-07-31,281.6279998779297,,262.7175529671647,
TSLA,242.6499938964844,244.5099945068359,211.0,225.61000061035156,2019-08-31,270.45699920654295,289.57700119018557,255.97072526592592,289.57700119018557
TSLA,224.0800018310547,253.5,218.36000061035156,240.8699951171875,2019-09-30,259.4959976196289,283.9050010681152,253.2251379661553,284.9382387070429
TSLA,241.5,340.8399963378906,224.27999877929688,314.9200134277344,2019-10-31,257.70800018310547,282.4980018615723,264.44238805007876,287.79364582329924
TSLA,316.32000732421875,361.2000122070313,309.260009765625,329.94000244140625,2019-11-30,260.00000152587893,285.68850173950193,276.3510452121383,291.80758454883323
TSLA,329.3999938964844,435.30999755859375,327.25,418.3299865722656,2019-12-31,269.8449996948242,291.91000137329104,302.1653981867069,303.85733712249345
